FID,GEOID20,SDLEA,NAME,DISTRICT_N,DISTRICT_C,Superintendent Salary,Average Teacher Salary,Average Principal Salary,Enrollment,Teacher Compensation Spending,Non-Teacher Compensation Spending,Capital Outlay & Debt Service Spending,Other Operating Expenses Spending,Recapture,Total Spending,Per-Pupil Spending,Teacher Compensation Percentage,Non-Teacher Compensation Percentage,Capital Outlay & Debt Service Percentage,Other Operating Expenses Percentage,Recapture,Distrit Debt,Per-Pupil Debt,DISTRICT_GRADE,DISTRICT_SCORE,Not On Grade Level Reading,Not On Grade Level Math,Not On Grade Level SS,Not On Grade Level Science
896,4835520,35520,Poteet ISD,7906,7906,190000,58847,100975,1837,10368046,7899807,4589400,7080667,0,29937920,16252.94,34.60%,26.40%,15.30%,23.70%,0.00%,92553883,61703,C,72,58%,80%,72%,78%
897,4840920,40920,Southside ISD,15917,15917,278204,68607,102731,6091,38475873,28944365,8168473,18277719,0,93866430,15558.83,41.00%,30.80%,8.70%,19.50%,0.00%,110211852,18728,C,79,58%,59%,59%,60%
898,4818150,18150,Edgewood ISD (Bexar),15905,15905,323270,64424,96868,7849,52248732,44578352,12395171,37779814,0,147002069,18537.46,35.50%,30.30%,8.40%,25.70%,0.00%,51615514,9207,D,66,73%,79%,72%,79%
899,4822470,22470,Harlandale ISD,15904,15904,283749,63365,102115,11546,76487384,51341484,29732248,35975554,0,193536670,16381.98,39.50%,26.50%,15.40%,18.60%,0.00%,334877632,35599,D,69,64%,73%,60%,69%
900,4840680,40680,South San Antonio ISD,15908,15908,195641,65198,102103,7468,46897032,36997556,18447316,23526118,0,125868022,16942.79,37.30%,29.40%,14.70%,18.70%,0.00%,179572217,31760,D,65,68%,76%,63%,75%
901,4817760,17760,Eanes ISD,227909,227909,299880,62354,128502,7604,52420741,32714547,27958853,41798190,90671023,245563354,20017.1,21.30%,13.30%,11.40%,17.00%,36.90%,202390117,28466,A,94,11%,19%,14%,20%
902,4808940,8940,Austin ISD,227901,227901,362250,63367,115304,72272,501942979,365927794,359073225,237558861,664839391,2129342250,20108.51,23.60%,17.20%,16.90%,11.20%,31.20%,3687889911,59534,C,79,45%,57%,45%,55%
903,4826470,26470,Lake Travis ISD,227913,227913,468296,63317,107740,11008,65842085,35580133,111030276,33171855,43205228,288829577,21790.66,22.80%,12.30%,38.40%,11.50%,15.00%,887072288,88222,A,90,24%,33%,20%,32%
904,4826400,26400,Lago Vista ISD,227912,227912,204364,59382,95578,1887,11110297,4456100,26044841,6993272,7518228,56122738,26329.64,19.80%,7.90%,46.40%,12.50%,13.40%,112250400,61812,C,77,38%,56%,37%,50%
905,4829010,29010,Marble Falls ISD,27904,27904,228321,57347,99818,4001,27039707,17741951,20518341,11394147,8763620,85457766,18946.18,31.60%,20.80%,24.00%,13.30%,10.30%,90008894,25462,C,75,52%,64%,54%,60%
906,4818900,18900,Fabens ISD,71903,71903,119911,62698,100623,1865,15595449,9413584,3551898,9457100,0,38018031,19925.59,41.00%,24.80%,9.30%,24.90%,0.00%,25856531,16543,C,76,62%,65%,70%,74%
907,4820130,20130,Fort Hancock ISD,115901,115901,161620,57015,87178,390,2740640,1874983,361476,2332924,0,7310023,18840.27,37.50%,25.60%,4.90%,31.90%,0.00%,0,0,D,69,61%,77%,54%,58%
908,4842990,42990,Tornillo ISD,71908,71908,147155,63492,110102,726,6044419,5384255,1526757,4971172,0,17926603,23525.73,33.70%,30.00%,8.50%,27.70%,0.00%,17232362,32699,B,82,61%,72%,65%,68%
909,4841340,41340,Spurger ISD,229905,229905,115000,51422,78030,396,2762245,1611961,249996,2219566,0,6843768,18597.2,40.40%,23.60%,3.70%,32.40%,0.00%,1272100,3374,C,79,49%,57%,70%,70%
910,4814600,14600,Colmesneil ISD,229901,229901,140000,63061,84250,414,2864444,1483691,1387704,1584388,0,7320227,18254.93,39.10%,20.30%,19.00%,21.60%,0.00%,728882,2836,D,66,49%,64%,49%,68%
911,4824630,24630,Jasper ISD,121904,121904,141099,55809,95656,2070,13320212,9358709,5579601,8908472,0,37166994,16940.29,35.80%,25.20%,15.00%,24.00%,0.00%,30763050,16810,D,69,72%,81%,75%,81%
912,4825710,25710,Kirbyville Cons ISD,121905,121905,174137,61537,85628,1439,8622200,4553404,2351324,5073211,0,20600139,14129.04,41.90%,22.10%,11.40%,24.60%,0.00%,23437943,19913,C,77,52%,62%,64%,64%
913,4836450,36450,Randolph Field ISD,15906,15906,238760,70049,134348,1427,10609343,7029552,1079564,5140805,0,23859264,15970.06,44.50%,29.50%,4.50%,21.50%,0.00%,2698764,1823,A,92,26%,37%,41%,38%
914,4839480,39480,Schertz-Cibolo-Universal City ISD,94902,94902,285850,64242,105070,14947,83723365,46144356,46867307,45423310,0,222158338,14667.79,37.70%,20.80%,21.10%,20.40%,0.00%,537163544,42663,B,81,45%,55%,37%,48%
915,4832940,32940,North East ISD,15910,15910,309186,61453,101543,56420,377170649,203349096,218649047,133394152,0,932562944,16254.1,40.40%,21.80%,23.40%,14.30%,0.00%,1580207745,33586,C,78,41%,55%,38%,48%
916,4807590,7590,Alamo Heights ISD,15901,15901,331000,62690,117382,4749,33742697,15582330,34855150,12776185,22143951,119100313,20637.8,28.30%,13.10%,29.30%,10.70%,18.60%,303108369,73073,B,87,27%,41%,29%,39%
917,4824990,24990,Judson ISD,15916,15916,265000,65825,105975,23539,170196419,90386778,126969423,80904816,0,468457436,19643.47,36.30%,19.30%,27.10%,17.30%,0.00%,1406757753,76255,D,69,56%,73%,55%,68%
918,4833120,33120,Northside ISD (Bexar),15915,15915,357000,65350,102401,100208,693219338,367436430,526392061,219233269,0,1806281098,17867.17,38.40%,20.30%,29.10%,12.10%,0.00%,4052868887,48066,C,75,45%,60%,40%,54%
919,4810710,10710,Boerne ISD,130901,130901,230735,59491,100338,11101,57819260,33233579,105675941,24982102,0,221710882,20321.8,26.10%,15.00%,47.70%,11.30%,0.00%,727682649,68546,A,92,23%,35%,29%,29%
920,4814730,14730,Comal ISD,46902,46902,334184,61432,100083,29839,156630464,79834783,221234515,104486122,4660926,566846810,19211.49,27.60%,14.10%,39.00%,18.40%,0.80%,1501153756,52239,B,87,31%,40%,40%,39%
921,4838730,38730,San Antonio ISD,15907,15907,340867,63150,114636,44047,297361548,257443785,279157149,169322881,0,1003285363,22459.94,29.60%,25.70%,27.80%,16.90%,0.00%,2145921769,58201,C,72,64%,76%,65%,74%
922,4820160,20160,Fort Sam Houston ISD,15914,15914,215000,68695,115459,1617,14908596,9811104,1736228,9186901,0,35642829,22124.66,41.80%,27.50%,4.90%,25.80%,0.00%,0,0,A,92,22%,42%,38%,36%
923,4818180,18180,Edinburg Cons ISD,108904,108904,374627,66374,101570,33343,235445194,132757307,64300503,87082126,0,519585130,15367.79,45.30%,25.60%,12.40%,16.80%,0.00%,147125175,5246,B,83,48%,56%,54%,63%
924,4826130,26130,La Joya ISD,108912,108912,360487,61486,95989,22942,160154069,111861772,47364888,74541732,0,393922461,16414.8,40.70%,28.40%,12.00%,18.90%,0.00%,225214684,12383,C,78,53%,55%,57%,61%
925,4837740,37740,Roma ISD,214903,214903,224643,60304,103418,6019,47235714,29541001,13734149,19206992,0,109717856,18495.93,43.10%,26.90%,12.50%,17.50%,0.00%,71645944,13898,A,91,40%,34%,56%,52%
926,4824750,24750,Jim Hogg County ISD,124901,124901,145701,62540,86220,967,8696550,4805379,1714814,5697529,0,20914272,20914.27,41.60%,23.00%,8.20%,27.20%,0.00%,16338328,24098,C,79,55%,56%,59%,68%
927,4837140,37140,Rio Grande City Grulla ISD,214901,214901,97856,57680,80201,9316,62258633,45226663,44680691,27392202,0,179558189,18936.74,34.70%,25.20%,24.90%,15.30%,0.00%,0,0,B,82,58%,59%,57%,63%
928,4838910,38910,San Isidro ISD,214902,214902,93493,47489,80000,153,1791706,1363434,8441,1460970,0,4624551,28371.48,38.70%,29.50%,0.20%,31.60%,0.00%,0,0,C,74,38%,77%,59%,68%
929,4846710,46710,Zapata County ISD,253901,253901,173998,56895,89367,3290,20165644,14526594,4106977,15944885,0,54744100,16297.74,36.80%,26.50%,7.50%,29.10%,0.00%,18782369,6166,B,82,59%,61%,62%,72%
930,4825920,25920,Kountze ISD,100903,100903,164010,53000,86744,1151,6975438,5669455,1013689,6639431,0,20298013,17758.54,34.40%,27.90%,5.00%,32.70%,0.00%,9821899,10178,C,78,52%,57%,60%,62%
931,4844580,44580,Warren ISD,229904,229904,150000,69286,92375,1181,8143329,5287776,2032036,4272935,0,19736076,16487.95,41.30%,26.80%,10.30%,21.70%,0.00%,23158990,24690,C,75,51%,72%,47%,55%
932,4845000,45000,West Hardin County Cons ISD,100908,100908,125000,126022,78879,535,3973858,2818100,1256056,3041333,0,11089347,20497.87,35.80%,25.40%,11.30%,27.40%,0.00%,1922170,4782,C,73,49%,70%,58%,67%
933,4822380,22380,Hardin ISD,146904,146904,145000,59522,98202,1257,6382329,4299493,1509571,5098962,0,17290355,13955.09,36.90%,24.90%,8.70%,29.50%,0.00%,21826255,24278,C,75,51%,75%,56%,67%
934,4833690,33690,Onalaska ISD,187910,187910,87812,61410,100539,1196,8148755,4900607,2437385,4618013,0,20104760,16187.41,40.50%,24.40%,12.10%,23.00%,0.00%,11240025,10190,B,82,45%,56%,49%,61%
935,4821090,21090,Goodrich ISD,187903,187903,150111,58278,89234,266,1789985,1108953,292568,1527606,0,4719112,17349.68,37.90%,23.50%,6.20%,32.40%,0.00%,2934769,9848,B,84,62%,76%,76%,65%
936,4840020,40020,Shepherd ISD,204904,204904,208606,67287,91954,1968,10746667,7857251,2289967,6656304,0,27550189,14070.58,39.00%,28.50%,8.30%,24.20%,0.00%,21331924,12402,D,67,67%,73%,60%,65%
937,4814520,14520,Coldspring-Oakhurst Cons ISD,204901,204901,179020,102138,87981,1585,10010662,7744952,1503401,5323129,0,24582144,15118.17,40.70%,31.50%,6.10%,21.70%,0.00%,18838500,12992,D,69,65%,74%,60%,71%
938,4821900,21900,Groveton ISD,228901,228901,125000,60634,89100,754,6351386,2686207,338318,3024409,0,12400320,16083.42,51.20%,21.70%,2.70%,24.40%,0.00%,0,0,C,75,46%,62%,56%,53%
939,4827120,27120,Leggett ISD,187906,187906,121008,59813,77772,227,1336202,894443,267526,1155515,0,3653686,18360.23,36.60%,24.50%,7.30%,31.60%,0.00%,2687138,18924,D,68,57%,73%,56%,62%
940,4810170,10170,Big Sandy ISD (Polk),187901,187901,178465,63981,79500,506,4247086,1989924,11311116,2007270,0,19555396,37319.46,21.70%,10.20%,57.80%,10.30%,0.00%,19417043,42488,A,93,39%,49%,48%,55%
941,4815300,15300,Corrigan-Camden ISD,187904,187904,146491,70730,77455,834,6681187,4767883,12097913,4223817,0,27770800,33218.66,24.10%,17.20%,43.60%,15.20%,0.00%,26147225,33608,B,83,51%,60%,58%,62%
942,4846440,46440,Woodville ISD,229903,229903,180722,56263,85623,1196,8899901,6578860,26206968,4545399,0,46231128,38050.31,19.30%,14.20%,56.70%,9.80%,0.00%,88239795,90410,D,67,57%,71%,69%,63%
943,4813770,13770,Chester ISD,229906,229906,110000,50157,?,195,1642435,766123,2642469,890002,0,5941029,31770.21,27.60%,12.90%,44.50%,15.00%,0.00%,9709125,84427,B,88,45%,65%,56%,42%
944,4827780,27780,Livingston ISD,187907,187907,222791,67873,90414,4016,26600214,8466728,6032884,17196552,0,58296378,14387.06,45.60%,14.50%,10.30%,29.50%,0.00%,59572940,16425,C,72,56%,59%,54%,64%
945,4826310,26310,La Vernia ISD,247903,247903,183751,65861,92943,3563,18945773,8789764,12163627,9908375,0,49807539,14366.18,38.00%,17.60%,24.40%,19.90%,0.00%,71793188,23040,B,85,33%,48%,45%,39%
946,4817850,17850,East Central ISD,15911,15911,316181,66435,103848,11497,63002872,38055693,71155007,33842296,0,206055868,18437.35,30.60%,18.50%,34.50%,16.40%,0.00%,429879492,39778,C,72,62%,78%,65%,76%
947,4839690,39690,Seguin ISD,94901,94901,287047,60575,98016,7290,43223242,31072759,49820526,24697490,0,148814017,20346.46,29.00%,20.90%,33.50%,16.60%,0.00%,361309076,55424,D,66,59%,74%,61%,66%
948,4829100,29100,Marion ISD,94904,94904,141600,59786,89066,1709,9570046,4350838,16988455,5848024,0,36757363,23412.33,26.00%,11.80%,46.20%,15.90%,0.00%,178810574,111687,B,80,45%,56%,46%,51%
949,4819350,19350,Floresville ISD,247901,247901,185045,58518,88698,4062,21920838,12555601,4879637,12596308,0,51952384,12733.43,42.20%,24.20%,9.40%,24.20%,0.00%,56499919,15111,C,78,49%,64%,50%,57%
950,4841610,41610,Stockdale ISD,247906,247906,130000,55329,82370,861,5853322,2861988,953097,2449629,0,12118036,14058.05,48.30%,23.60%,7.90%,20.20%,0.00%,13208269,17334,B,85,44%,61%,47%,50%
951,4810890,10890,Borger ISD,117901,117901,186136,54362,79843,2325,14624165,8086787,4101304,6850372,0,33662628,14191.66,43.40%,24.00%,12.20%,20.40%,0.00%,94182257,50964,B,82,51%,61%,46%,46%
952,4834230,34230,Panhandle ISD,33902,33902,110000,55989,86458,620,4556619,2186340,1937593,3979568,0,12660120,20256.19,36.00%,17.30%,15.30%,31.40%,0.00%,8590400,20901,A,91,29%,35%,42%,35%
953,4839150,39150,Sanford-Fritch ISD,117903,117903,118815,50456,76450,745,4698239,2617626,566062,2855028,0,10736955,14891.75,43.80%,24.40%,5.30%,26.60%,0.00%,8431181,11287,C,74,46%,71%,48%,64%
954,4834170,34170,Pampa ISD,90904,90904,175100,56404,87747,3141,16620419,11225263,4853302,9722121,0,42421105,12754.39,39.20%,26.50%,11.40%,22.90%,0.00%,36873891,14791,C,75,62%,75%,58%,72%
955,4845450,45450,White Deer ISD,33904,33904,119025,58363,84000,322,2686516,1419757,1113221,1379153,0,6598647,21014.8,40.70%,21.50%,16.90%,20.90%,0.00%,9780272,43858,B,86,40%,55%,62%,48%
956,4841580,41580,Plemons-Stinnett-Phillips Cons ISD,117904,117904,160000,56860,95386,565,4157028,2051972,6081503,3592361,4287662,20170526,28161.11,20.60%,10.20%,30.20%,17.80%,21.30%,9573750,19904,A,90,43%,46%,57%,65%
957,4830480,30480,Miami ISD,197902,197902,100000,56444,89000,177,1360568,1046831,1619507,1139689,916895,6083490,26093.91,22.40%,17.20%,26.60%,18.70%,15.10%,17602856,115051,A,93,55%,65%,52%,71%
958,4817010,17010,Deweyville ISD,176903,176903,127000,54053,72174,564,3766903,2319023,1077660,3713694,0,10877280,20217.99,34.60%,21.30%,9.90%,34.10%,0.00%,10016650,24611,C,73,49%,77%,68%,75%
959,4832280,32280,Nederland ISD,123905,123905,191209,62772,105206,5317,30511653,15942334,39588518,14870776,0,100913281,19115.98,30.20%,15.80%,39.20%,14.70%,0.00%,190658754,35737,B,88,35%,46%,48%,47%
960,4844160,44160,Vidor ISD,181907,181907,198833,55904,89852,4165,23663035,14442431,1549231,16441611,0,56096308,13012.37,42.20%,25.70%,2.80%,29.30%,0.00%,9874875,2529,B,80,53%,57%,47%,57%
961,4812090,12090,Buna ISD,121903,121903,145742,56632,83233,1474,9761646,6651312,4255916,6285409,0,26954283,18461.84,36.20%,24.70%,15.80%,23.30%,0.00%,19294679,15387,D,67,48%,62%,48%,58%
962,4818750,18750,Evadale ISD,121906,121906,150000,51318,86000,428,2756999,1955916,706233,2314995,10614,7744757,20141,35.60%,25.30%,9.10%,29.90%,0.10%,43060411,115135,B,85,36%,52%,27%,62%
963,4809670,9670,Beaumont ISD,123910,123910,266702,56551,99210,16336,85928496,63298959,40014325,95578158,0,284819938,16950.54,30.20%,22.20%,14.00%,33.60%,0.00%,292643146,20990,D,68,66%,77%,79%,76%
964,4840230,40230,Silsbee ISD,100904,100904,186775,53786,93139,2588,16386527,9441150,3424066,11423403,0,40675146,15325.98,40.30%,23.20%,8.40%,28.10%,0.00%,28647619,13648,D,69,61%,75%,69%,66%
965,4813530,13530,Lumberton ISD,100907,100907,252733,52949,95638,4108,20549325,11354811,14044680,11406514,0,57355330,13665.79,35.80%,19.80%,24.50%,19.90%,0.00%,89287681,23509,C,77,45%,56%,48%,52%
966,4827690,27690,Little Cypress-Mauriceville Cons ISD,181908,181908,194915,54474,98958,3320,18273360,12441081,5390507,11457586,0,47562534,14675.27,38.40%,26.20%,11.30%,24.10%,0.00%,75410252,27592,C,76,53%,69%,66%,66%
967,4811310,11310,Bridge City ISD,181901,181901,210000,55452,100777,3157,14800526,8388386,38689481,11300503,0,73178896,22620.99,20.20%,11.50%,52.90%,15.40%,0.00%,147225274,49907,C,77,44%,62%,49%,58%
968,4835400,35400,Port Arthur ISD,123907,123907,249738,54781,89274,8041,48236202,34562649,55032741,35937447,685008,174454047,21308.28,27.60%,19.80%,31.50%,20.60%,0.40%,443499497,64192,D,64,64%,76%,72%,79%
969,4835430,35430,Port Neches-Groves ISD,123908,123908,228608,61526,104502,5349,30856788,16771091,20793077,15241740,0,83662696,15597.07,36.90%,20.00%,24.90%,18.20%,0.00%,229225110,44141,B,83,42%,59%,45%,57%
970,4833780,33780,Orangefield ISD,181905,181905,163155,54178,90083,1781,9293337,6397940,3033138,6110159,0,24834574,13728.34,37.40%,25.80%,12.20%,24.60%,0.00%,67860241,42572,B,82,42%,56%,65%,56%
971,4845090,45090,West Orange-Cove Cons ISD,181906,181906,211548,55178,92360,2592,14494102,10915126,4535535,13203839,269193,43417795,16769.76,33.40%,25.10%,10.40%,30.40%,0.60%,95745931,48454,D,68,69%,81%,80%,82%
972,4813050,13050,Carrollton-Farmers Branch ISD,57903,57903,320353,68575,122550,24165,175399748,102538926,104970303,57964071,7848832,448721880,18078.94,39.10%,22.90%,23.40%,12.90%,1.70%,1039678832,49044,B,82,48%,55%,52%,58%
973,4816230,16230,Dallas ISD,57905,57905,375000,70343,123954,139802,992155279,743303669,1071287851,465387457,44498624,3316632880,23498.95,29.90%,22.40%,32.30%,14.00%,1.30%,5897722031,48868,B,83,54%,60%,54%,66%
974,4837020,37020,Richardson ISD,57916,57916,348626,68704,114215,36971,257737187,146289173,221149401,130436073,4086026,759697860,20375.13,33.90%,19.30%,29.10%,17.20%,0.50%,1554598921,47790,C,79,44%,54%,45%,53%
975,4820340,20340,Garland ISD,57909,57909,457447,67911,117558,51021,337647243,218472245,187005396,165287372,0,908412256,17584.78,37.20%,24.00%,20.60%,18.20%,0.00%,1757999898,40203,B,84,50%,58%,53%,59%
976,4846530,46530,Wylie ISD (Collin),43914,43914,309090,67175,120611,19401,114262975,60367557,62846463,48865392,0,286342387,14889.63,39.90%,21.10%,21.90%,17.10%,0.00%,1182735495,62390,A,92,24%,30%,30%,33%
977,4812220,12220,Burnet Cons ISD,27903,27903,200000,58375,95680,3209,17963388,12020685,9448069,10495010,3685202,53612354,15198.52,33.50%,22.40%,17.60%,19.60%,6.90%,67284679,22609,C,72,54%,70%,55%,62%
978,4820600,20600,Georgetown ISD,246904,246904,251659,61625,106028,13881,85876015,47569303,210425431,29926471,9586231,383383451,27746.23,22.40%,12.40%,54.90%,7.80%,2.50%,1431282178,106518,C,76,50%,66%,49%,59%
979,4838080,38080,Round Rock ISD,246909,246909,350000,62704,107043,46954,288326939,169082562,164904228,89036142,0,711349871,15398.18,40.50%,23.80%,23.20%,12.50%,0.00%,867463718,32732,B,87,30%,38%,29%,37%
980,4824100,24100,Hutto ISD,246906,246906,210933,61170,103222,10688,62171655,38313670,129537410,24676627,509848,255209210,25381.1,24.40%,15.00%,50.80%,9.70%,0.20%,1196382928,111968,C,76,47%,61%,53%,53%
981,4842280,42280,Taylor ISD,246911,246911,195000,60416,93162,2930,19126349,12602635,32907717,10425177,0,75061878,24506,25.50%,16.80%,43.80%,13.90%,0.00%,206317248,88434,C,71,61%,71%,64%,66%
982,4821590,21590,Granger ISD,246905,246905,115346,58901,87542,580,3845464,2366584,12756694,2425928,0,21394670,38136.67,18.00%,11.10%,59.60%,11.30%,0.00%,72720325,124521,D,67,47%,64%,42%,65%
983,4824600,24600,Jarrell ISD,246907,246907,225333,60042,108187,4157,22385151,13470737,88159005,9658175,0,133673068,36001.36,16.70%,10.10%,66.00%,7.20%,0.00%,488697209,105573,D,68,57%,75%,67%,70%
984,4827030,27030,Leander ISD,246913,246913,357110,61716,110926,42608,268160839,134203467,263717383,107637211,9643818,783362718,18165.4,34.20%,17.10%,33.70%,13.70%,1.20%,2661959899,69398,B,88,29%,45%,31%,40%
985,4827420,27420,Liberty Hill ISD,246908,246908,265210,58147,100147,9836,48880416,28876710,288988536,17498410,0,384244072,43520.68,12.70%,7.50%,75.20%,4.60%,0.00%,1486309359,127756,B,85,33%,47%,41%,41%
986,4819320,19320,Florence ISD,246902,246902,150000,59456,104024,1142,7170944,5695589,19052873,5737775,0,37657181,32660.17,19.00%,15.10%,50.60%,15.20%,0.00%,86768055,83032,B,81,56%,71%,62%,65%
987,4812460,12460,Caldwell ISD,26901,26901,172771,56939,97598,1952,12923391,6434552,5045080,6697878,0,31100901,15827.43,41.60%,20.70%,16.20%,21.50%,0.00%,45308600,25905,B,81,44%,49%,37%,53%
988,4821960,21960,Gunter ISD,91917,91917,166200,63500,94903,1156,11728356,7379683,41514532,5676982,0,66299553,58157.5,17.70%,11.10%,62.60%,8.60%,0.00%,155232801,151152,B,84,40%,58%,45%,49%
989,4843890,43890,Van Alstyne ISD,91908,91908,249000,57486,88960,2612,12942135,6943811,46057210,6579626,0,72522782,29980.48,17.80%,9.60%,63.50%,9.10%,0.00%,284545955,108605,B,89,27%,48%,37%,33%
990,4810590,10590,Blue Ridge ISD,43917,43917,151800,62853,93197,1048,6387084,3489317,2334824,4486869,0,16698094,16211.74,38.30%,20.90%,14.00%,26.90%,0.00%,48696188,49945,C,78,45%,65%,51%,56%
991,4830120,30120,Melissa ISD,43908,43908,285000,63729,97300,7735,40609346,17140050,121474513,22065305,0,201289214,29887.04,20.20%,8.50%,60.30%,11.00%,0.00%,632308097,64383,A,92,23%,32%,28%,31%
992,4808340,8340,Anna ISD,43902,43902,174059,73175,110829,6038,35407139,19281270,84636956,12950784,0,152276149,27838.42,23.30%,12.70%,55.60%,8.50%,0.00%,567413494,89455,C,78,46%,63%,57%,59%
993,4828380,28380,Lovejoy ISD,43919,43919,220000,63436,102606,4019,21947978,14907611,20048937,11158921,649871,68713318,16633.3,31.90%,21.70%,29.20%,16.20%,0.90%,178218263,54418,A,94,12%,16%,18%,25%
994,4835850,35850,Princeton ISD,43911,43911,222151,62873,97729,9956,53591595,27434020,106815971,20805485,0,208647071,24015.55,25.70%,13.10%,51.20%,10.00%,0.00%,1003682056,95671,B,81,48%,53%,47%,56%
995,4808910,8910,Aubrey ISD,61907,61907,185000,62654,96071,4480,21082715,8513919,78067276,14886293,0,122550203,30637.55,17.20%,6.90%,63.70%,12.10%,0.00%,607270587,115101,C,79,42%,53%,56%,54%
996,4813290,13290,Celina ISD,43903,43903,200976,62045,96804,5324,26255076,14182102,73567222,11917610,461259,126383269,27511.91,20.80%,11.20%,58.20%,9.40%,0.40%,660095626,99248,B,87,31%,49%,45%,49%
997,4834920,34920,Pilot Point ISD,61903,61903,175638,57178,85280,1619,8630779,4707205,10541485,7896261,0,31775730,20487.25,27.20%,14.80%,33.20%,24.80%,0.00%,64888375,42662,C,77,45%,68%,46%,64%
998,4820010,20010,Frisco ISD,43905,43905,359676,66814,113964,65289,402909290,197354508,245242428,141466442,10746030,997718698,14797.64,40.40%,19.80%,24.60%,14.20%,1.10%,3292640828,54872,A,90,18%,28%,23%,29%
999,4807890,7890,Allen ISD,43901,43901,318341,67089,112913,20838,119743680,65144652,115684415,63936733,2795277,367304757,17057.07,32.60%,17.70%,31.50%,17.40%,0.80%,874164376,47385,A,91,22%,30%,25%,32%
1000,4827300,27300,Lewisville ISD,61902,61902,334750,65031,113244,47876,321506433,140275299,312556432,121115256,11783100,907236520,18485.83,35.40%,15.50%,34.50%,13.30%,1.30%,2022913789,46707,B,81,34%,48%,38%,46%
1001,4816740,16740,Denton ISD,61901,61901,299869,63998,112886,33329,204362823,110255088,377962177,79985183,0,772565271,23506.52,26.50%,14.30%,48.90%,10.40%,0.00%,3526114238,119485,B,80,47%,63%,50%,61%
